date,orders_count,revenue,canceled_orders,avg_order_value,revenue_items,revenue_payments
2016-09-04,1.0,136.23,0.0,136.23,136.23,136.23
2016-09-05,1.0,75.06,1.0,75.06,75.06,75.06
2016-09-06,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-10,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-11,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-13,1.0,40.95,1.0,40.95,0.0,40.95
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-15,1.0,0.0,0.0,0.0,143.46,0.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-17,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-18,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-24,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-25,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-02,1.0,109.34,1.0,109.34,109.34,109.34
2016-10-03,8.0,595.14,1.0,74.39,595.14,595.14
2016-10-04,63.0,11914.65,5.0,189.12,11295.48,11914.65
2016-10-05,47.0,10212.22,5.0,217.28,9645.94,10212.22
2016-10-06,51.0,9398.61,5.0,184.29,9131.23,9398.61
2016-10-07,46.0,8255.19,3.0,179.46,8135.97,8255.19
2016-10-08,42.0,9716.13,4.0,231.34,9383.369999999999,9716.13
2016-10-09,26.0,4152.11,4.0,159.7,4018.98,4152.11
2016-10-10,39.0,4675.099999999999,2.0,119.87,4493.39,4675.099999999999
2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-13,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-15,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-16,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-17,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0
